Pi	CntProbe	CntProbeLmt	IsCensored	Seed	Error	OFTol	Significant Figures:	
3.1415926541	417747.0	100000000	False	2605976	6e-10	5e-09	8	
3.1415926507	35983287.0	100000000	False	4898486	-2.9e-09	5e-09	8	
3.1415926484	1073289.0	100000000	False	7583466	-5.2e-09	5e-09	8	
3.1415926462	1115523.0	100000000	False	6956023	-7.4e-09	5e-09	8	
3.1415926518	672937.0	100000000	False	5547502	-1.8e-09	5e-09	8	
3.1415926503	2161843.0	100000000	False	3596189	-3.3e-09	5e-09	8	
3.1415926537	938422.0	100000000	False	2355813	1e-10	5e-09	8	
3.1415926466	1980471.0	100000000	False	5039738	-7e-09	5e-09	8	
3.1415926509	1856964.0	100000000	False	2831344	-2.7e-09	5e-09	8	
3.1415926533	1040995.0	100000000	False	243103	-3e-10	5e-09	8	
3.1415926472	6157209.0	100000000	False	4221778	-6.4e-09	5e-09	8	
3.1415926488	204791.0	100000000	False	7363064	-4.7e-09	5e-09	8	
3.1415926512	103283.0	100000000	False	9734860	-2.4e-09	5e-09	8	
3.1415926502	205856.0	100000000	False	8510462	-3.3e-09	5e-09	8	
3.1415926458	759535.0	100000000	False	2719129	-7.8e-09	5e-09	8	
3.1415926461	1418982.0	100000000	False	4336208	-7.5e-09	5e-09	8	
3.1415926488	7935385.0	100000000	False	9624014	-4.8e-09	5e-09	8	
3.1415926484	51109.0	100000000	False	704592	-5.2e-09	5e-09	8	
3.1415926469	406742.0	100000000	False	4710803	-6.6e-09	5e-09	8	
3.1415926521	259095.0	100000000	False	4866924	-1.5e-09	5e-09	8	
3.1415926535	729371.0	100000000	False	1604951	-1e-10	5e-09	8	
3.1415926545	313754.0	100000000	False	2192414	9e-10	5e-09	8	
3.1415926487	307009.0	100000000	False	8387854	-4.9e-09	5e-09	8	
3.141592648	816679.0	100000000	False	310965	-5.6e-09	5e-09	8	
3.1415926541	1044190.0	100000000	False	2165352	5e-10	5e-09	8	
3.1415926549	4661236.0	100000000	False	9569760	1.3e-09	5e-09	8	
3.1415926534	65087925.0	100000000	False	4049418	-2e-10	5e-09	8	
3.1415926546	261580.0	100000000	False	4492952	1.1e-09	5e-09	8	
3.1415926472	25448000.0	100000000	False	2963025	-6.4e-09	5e-09	8	
3.1415926499	822359.0	100000000	False	1421053	-3.7e-09	5e-09	8	
3.1415926457	17209145.0	100000000	False	6683654	-7.9e-09	5e-09	8	
3.1415926465	50754.0	100000000	False	9778135	-7.1e-09	5e-09	8	
3.1415926529	10393265.0	100000000	False	4870780	-7e-10	5e-09	8	
3.1415926517	258740.0	100000000	False	2261679	-1.9e-09	5e-09	8	
3.1415926466	3198922.0	100000000	False	4894383	-7e-09	5e-09	8	
3.1415926473	4836895.0	100000000	False	1979357	-6.3e-09	5e-09	8	
3.1415926536	1042060.0	100000000	False	5552697	-0.0	5e-09	8	
3.1415926469	1067609.0	100000000	False	96797	-6.7e-09	5e-09	8	
3.1415926537	1355459.0	100000000	False	4494792	1e-10	5e-09	8	
3.1415926474	407452.0	100000000	False	9429197	-6.2e-09	5e-09	8	
3.1415926488	409582.0	100000000	False	3911093	-4.7e-09	5e-09	8	
3.1415926524	3268857.0	100000000	False	9205671	-1.1e-09	5e-09	8	
3.1415926516	7552084.0	100000000	False	7994271	-2e-09	5e-09	8	
3.1415926474	305589.0	100000000	False	1129809	-6.2e-09	5e-09	8	
3.1415926536	1563090.0	100000000	False	3448108	-0.0	5e-09	8	
