sampleId	piHat	numThrows	numThrowsLmt	isCensored	seedInit	OFerror	signifDigits	runtime	solverName	
100	3.14	545.0	1000	FALSE	9137075	0.00038227895023057457	3	0.0030078887939453125	Needles1	
101	3.14	622.0	1000	FALSE	4887574	0.000178512175858625	3	0.003242969512939453	Needles1	
102	3.14	531.0	1000	FALSE	6552249	0.00041918072952640273	3	0.002639293670654297	Needles1	
103	3.14	377.0	1000	FALSE	4495370	7.401307666654589e-05	3	0.0019698143005371094	Needles1	
104	3.14	300.0	1000	FALSE	5990110	0.00023139704549723916	3	0.0016551017761230469	Needles1	
105	3.14	278.0	1000	FALSE	7210942	0.0003497157368927972	3	0.0013167858123779297	Needles1	
106	3.14	878.0	1000	FALSE	83888	0.00026886110341672875	3	0.004051923751831055	Needles1	
107	3.14	256.0	1000	FALSE	9909109	0.0004883591114723806	3	0.0012087821960449219	Needles1	
108	3.14	399.0	1000	FALSE	2944304	0.00013962987456705989	3	0.0018877983093261719	Needles1	
109	3.14	677.0	1000	FALSE	9488049	6.133108419970057e-05	3	0.0032110214233398438	Needles1	
110	3.14	589.0	1000	FALSE	6241058	0.00025932025666675074	3	0.004598855972290039	Needles1	
111	3.14	542.0	1000	FALSE	5467173	0.00043633191724623543	3	0.0029840469360351562	Needles1	
112	3.14	721.0	1000	FALSE	8342129	1.9546845729578877e-05	3	0.003634929656982422	Needles1	
113	3.14	875.0	1000	FALSE	7267681	0.00023858518917396765	3	0.0040318965911865234	Needles1	
114	3.14	589.0	1000	FALSE	9937752	0.00025932025666675074	3	0.0027718544006347656	Needles1	
115	3.14	542.0	1000	FALSE	2297880	0.00043633191724623543	3	0.0025141239166259766	Needles1	
116	3.14	278.0	1000	FALSE	9144080	0.0003497157368927972	3	0.0012612342834472656	Needles1	
117	3.14	278.0	1000	FALSE	2487669	0.0003497157368927972	3	0.0012829303741455078	Needles1	
118	3.14	487.0	1000	FALSE	1274342	0.00034283028096782076	3	0.0022878646850585938	Needles1	
119	3.14	278.0	1000	FALSE	6444260	0.0003497157368927972	3	0.0016510486602783203	Needles1	
120	3.14	798.0	1000	FALSE	5450419	0.00013962987456705989	3	0.003777027130126953	Needles1	
121	3.14	586.0	1000	FALSE	505794	0.0004984992250132159	3	0.0028688907623291016	Needles1	
122	3.14	644.0	1000	FALSE	7930278	0.00012923895585359446	3	0.003032207489013672	Needles1	
123	3.14	476.0	1000	FALSE	9924991	0.0003215378291416826	3	0.0022089481353759766	Needles1	
124	3.14	366.0	1000	FALSE	5659878	3.824769755356172e-05	3	0.0016901493072509766	Needles1	
125	3.14	600.0	1000	FALSE	926343	0.00023139704549723916	3	0.002755880355834961	Needles1	
126	3.14	812.0	1000	FALSE	2040763	0.00039342728439084595	3	0.003798961639404297	Needles1	
127	3.14	322.0	1000	FALSE	2605641	0.00012923895585359446	3	0.0014460086822509766	Needles1	
128	3.14	908.0	1000	FALSE	6314149	0.0002758585207267572	3	0.004197120666503906	Needles1	
129	3.14	289.0	1000	FALSE	9555212	0.00028830576391314366	3	0.0013322830200195312	Needles1	
130	3.14	256.0	1000	FALSE	5869194	0.0004883591114723806	3	0.0011680126190185547	Needles1	
131	3.14	322.0	1000	FALSE	3227179	0.00012923895585359446	3	0.001505136489868164	Needles1	
132	3.14	333.0	1000	FALSE	6425859	8.321962773605307e-05	3	0.0015311241149902344	Needles1	
133	3.14	886.0	1000	FALSE	5573260	0.0002513180412058169	3	0.004918098449707031	Needles1	
134	3.14	487.0	1000	FALSE	6753524	0.00034283028096782076	3	0.002268075942993164	Needles1	
135	3.14	267.0	1000	FALSE	5946180	0.0004161830017648249	3	0.001251220703125	Needles1	
136	3.14	586.0	1000	FALSE	7757229	0.0004984992250132159	3	0.002760171890258789	Needles1	
137	3.14	311.0	1000	FALSE	4964979	0.000178512175858625	3	0.001489877700805664	Needles1	
138	3.14	311.0	1000	FALSE	7199994	0.000178512175858625	3	0.001439809799194336	Needles1	
139	3.14	267.0	1000	FALSE	7763374	0.0004161830017648249	3	0.0016219615936279297	Needles1	
140	3.14	498.0	1000	FALSE	1354488	0.00036318237214505444	3	0.0033528804779052734	Needles1	
141	3.14	256.0	1000	FALSE	1576568	0.0004883591114723806	3	0.001325845718383789	Needles1	
142	3.14	377.0	1000	FALSE	7243587	7.401307666654589e-05	3	0.0026590824127197266	Needles1	
143	3.14	553.0	1000	FALSE	7582897	0.00045280095545452426	3	0.0025970935821533203	Needles1	
144	3.14	344.0	1000	FALSE	6731872	4.0142174475121806e-05	3	0.0016162395477294922	Needles1	
145	3.14	798.0	1000	FALSE	2178994	0.00013962987456705989	3	0.0037338733673095703	Needles1	
146	3.14	256.0	1000	FALSE	1673952	0.0004883591114723806	3	0.001155853271484375	Needles1	
147	3.14	622.0	1000	FALSE	1065871	0.000178512175858625	3	0.0029370784759521484	Needles1	
148	3.14	256.0	1000	FALSE	5656632	0.0004883591114723806	3	0.0011928081512451172	Needles1	
149	3.14	289.0	1000	FALSE	2912614	0.00028830576391314366	3	0.0013208389282226562	Needles1	
150	3.14	322.0	1000	FALSE	9287305	0.00012923895585359446	3	0.0018551349639892578	Needles1	
151	3.14	311.0	1000	FALSE	1492348	0.000178512175858625	3	0.0023899078369140625	Needles1	
152	3.14	333.0	1000	FALSE	9422152	8.321962773605307e-05	3	0.002048015594482422	Needles1	
153	3.14	677.0	1000	FALSE	3559365	6.133108419970057e-05	3	0.003608226776123047	Needles1	
154	3.14	344.0	1000	FALSE	6848033	4.0142174475121806e-05	3	0.0016219615936279297	Needles1	
155	3.14	289.0	1000	FALSE	2303362	0.00028830576391314366	3	0.0013298988342285156	Needles1	
156	3.14	256.0	1000	FALSE	4625926	0.0004883591114723806	3	0.0011746883392333984	Needles1	
157	3.14	622.0	1000	FALSE	2562244	0.000178512175858625	3	0.0037262439727783203	Needles1	
158	3.14	812.0	1000	FALSE	9946167	0.00039342728439084595	3	0.004312992095947266	Needles1	
159	3.14	710.0	1000	FALSE	4274476	2.667639824593948e-07	3	0.004011869430541992	Needles1	
160	3.14	710.0	1000	FALSE	524217	2.667639824593948e-07	3	0.003592252731323242	Needles1	
161	3.14	622.0	1000	FALSE	474221	0.000178512175858625	3	0.003679990768432617	Needles1	
162	3.14	256.0	1000	FALSE	6940364	0.0004883591114723806	3	0.0012078285217285156	Needles1	
163	3.14	377.0	1000	FALSE	9141505	7.401307666654589e-05	3	0.0019147396087646484	Needles1	
164	3.14	864.0	1000	FALSE	6067094	0.0002255282281815596	3	0.004117012023925781	Needles1	
165	3.14	586.0	1000	FALSE	4539359	0.0004984992250132159	3	0.003969907760620117	Needles1	
166	3.14	908.0	1000	FALSE	1217565	0.0002758585207267572	3	0.005213022232055664	Needles1	
167	3.14	721.0	1000	FALSE	6722085	1.9546845729578877e-05	3	0.003813028335571289	Needles1	
168	3.14	289.0	1000	FALSE	1514285	0.00028830576391314366	3	0.0014162063598632812	Needles1	
169	3.14	432.0	1000	FALSE	376004	0.0002255282281815596	3	0.002843141555786133	Needles1	
170	3.14	366.0	1000	FALSE	7372485	3.824769755356172e-05	3	0.001768350601196289	Needles1	
171	3.14	399.0	1000	FALSE	707736	0.00013962987456705989	3	0.0022220611572265625	Needles1	
172	3.14	300.0	1000	FALSE	2533439	0.00023139704549723916	3	0.0014619827270507812	Needles1	
173	3.14	600.0	1000	FALSE	3255636	0.00023139704549723916	3	0.0033512115478515625	Needles1	
174	3.14	311.0	1000	FALSE	2612035	0.000178512175858625	3	0.0014951229095458984	Needles1	
175	3.14	867.0	1000	FALSE	4435581	0.00028830576391314366	3	0.0041561126708984375	Needles1	
176	3.14	377.0	1000	FALSE	1355598	7.401307666654589e-05	3	0.0017306804656982422	Needles1	
177	3.14	311.0	1000	FALSE	5532865	0.000178512175858625	3	0.002615213394165039	Needles1	
178	3.14	900.0	1000	FALSE	8883368	0.00023139704549723916	3	0.005711078643798828	Needles1	
179	3.14	256.0	1000	FALSE	8478096	0.0004883591114723806	3	0.0011839866638183594	Needles1	
180	3.14	688.0	1000	FALSE	6835353	4.0142174475121806e-05	3	0.0042459964752197266	Needles1	
181	3.14	476.0	1000	FALSE	6428312	0.0003215378291416826	3	0.002171754837036133	Needles1	
182	3.14	465.0	1000	FALSE	466700	0.00029923830189204637	3	0.0025708675384521484	Needles1	
183	3.14	300.0	1000	FALSE	8466229	0.00023139704549723916	3	0.0017209053039550781	Needles1	
184	3.14	388.0	1000	FALSE	1831712	0.0001077512682994275	3	0.001978158950805664	Needles1	
185	3.14	311.0	1000	FALSE	5858284	0.000178512175858625	3	0.0015552043914794922	Needles1	
186	3.14	300.0	1000	FALSE	7848644	0.00023139704549723916	3	0.0019731521606445312	Needles1	
187	3.14	542.0	1000	FALSE	2983734	0.00043633191724623543	3	0.003354310989379883	Needles1	
188	3.14	256.0	1000	FALSE	8546413	0.0004883591114723806	3	0.0012798309326171875	Needles1	
189	3.14	366.0	1000	FALSE	399024	3.824769755356172e-05	3	0.0028181076049804688	Needles1	
190	3.14	454.0	1000	FALSE	8911613	0.0002758585207267572	3	0.002975940704345703	Needles1	
191	3.14	377.0	1000	FALSE	3372956	7.401307666654589e-05	3	0.003293752670288086	Needles1	
192	3.14	322.0	1000	FALSE	2686049	0.00012923895585359446	3	0.0015132427215576172	Needles1	
193	3.14	410.0	1000	FALSE	5544241	0.0001697985172794958	3	0.0024738311767578125	Needles1	
194	3.14	355.0	1000	FALSE	3915617	2.667639824593948e-07	3	0.0018999576568603516	Needles1	
195	3.14	553.0	1000	FALSE	3009702	0.00045280095545452426	3	0.0025606155395507812	Needles1	
196	3.14	644.0	1000	FALSE	2001945	0.00012923895585359446	3	0.0030798912048339844	Needles1	
197	3.14	520.0	1000	FALSE	5119768	0.0004013041139274698	3	0.0024819374084472656	Needles1	
198	3.14	377.0	1000	FALSE	7350014	7.401307666654589e-05	3	0.0018830299377441406	Needles1	
199	3.14	498.0	1000	FALSE	1001224	0.00036318237214505444	3	0.0023839473724365234	Needles1	
200	3.142	2053.0	5000	FALSE	871015	4.7129489005204306e-05	4	0.014929056167602539	Needles1	
201	3.142	710.0	5000	FALSE	1600607	2.667639824593948e-07	4	0.0033278465270996094	Needles1	
202	3.142	3649.0	5000	FALSE	7934947	3.455260888074463e-05	4	0.020322084426879883	Needles1	
203	3.142	1054.0	5000	FALSE	7178649	1.2921846333835418e-05	4	0.005045890808105469	Needles1	
204	3.142	2529.0	5000	FALSE	4496255	2.225324229820913e-05	4	0.017125844955444336	Needles1	
205	3.142	2862.0	5000	FALSE	9721867	9.980877617721262e-06	4	0.018924951553344727	Needles1	
206	3.142	355.0	5000	FALSE	8833331	2.667639824593948e-07	4	0.0017971992492675781	Needles1	
207	3.142	355.0	5000	FALSE	9053135	2.667639824593948e-07	4	0.0018930435180664062	Needles1	
208	3.142	1731.0	5000	FALSE	4330081	3.185504190561517e-05	4	0.009038209915161133	Needles1	
209	3.142	1054.0	5000	FALSE	7431961	1.2921846333835418e-05	4	0.006852149963378906	Needles1	
210	3.142	1387.0	5000	FALSE	4409042	2.9799682865316868e-05	4	0.01031184196472168	Needles1	
211	3.142	355.0	5000	FALSE	4660555	2.667639824593948e-07	4	0.001798868179321289	Needles1	
212	3.142	1709.0	5000	FALSE	151958	4.8535942941185795e-05	4	0.009070158004760742	Needles1	
213	3.142	4249.0	5000	FALSE	2268550	3.0047914787445507e-06	4	0.024489879608154297	Needles1	
214	3.142	344.0	5000	FALSE	3910002	4.0142174475121806e-05	4	0.0020627975463867188	Needles1	
215	3.142	355.0	5000	FALSE	7503196	2.667639824593948e-07	4	0.0022819042205810547	Needles1	
216	3.142	1065.0	5000	FALSE	533109	2.667639824593948e-07	4	0.008271932601928711	Needles1	
217	3.142	1387.0	5000	FALSE	9658797	2.9799682865316868e-05	4	0.006865024566650391	Needles1	
218	3.142	3239.0	5000	FALSE	7462468	1.7433703889402352e-05	4	0.020615816116333008	Needles1	
219	3.142	2928.0	5000	FALSE	3504627	3.824769755356172e-05	4	0.014721155166625977	Needles1	
220	3.142	355.0	5000	FALSE	9684708	2.667639824593948e-07	4	0.0019528865814208984	Needles1	
221	3.142	699.0	5000	FALSE	8507251	1.961988213494692e-05	4	0.0032792091369628906	Needles1	
222	3.142	2174.0	5000	FALSE	419010	2.5843519826374006e-05	4	0.010043144226074219	Needles1	
223	3.142	2430.0	5000	FALSE	5532496	2.8335555093850218e-05	4	0.01128077507019043	Needles1	
224	3.142	732.0	5000	FALSE	9801917	3.824769755356172e-05	4	0.0038340091705322266	Needles1	
225	3.142	699.0	5000	FALSE	2255147	1.961988213494692e-05	4	0.005235195159912109	Needles1	
226	3.142	688.0	5000	FALSE	9081009	4.0142174475121806e-05	4	0.004316806793212891	Needles1	
227	3.142	1043.0	5000	FALSE	7984064	2.6388529759113766e-05	4	0.005677223205566406	Needles1	
228	3.142	4117.0	5000	FALSE	2398244	4.3626501102789206e-05	4	0.019538164138793945	Needles1	
229	3.142	2463.0	5000	FALSE	7007222	1.1020936939054593e-05	4	0.012989044189453125	Needles1	
230	3.142	2507.0	5000	FALSE	7831309	1.1356435062559456e-05	4	0.015294313430786133	Needles1	
231	3.142	2397.0	5000	FALSE	439665	4.6126722372363815e-05	4	0.013618230819702148	Needles1	
232	3.142	2430.0	5000	FALSE	5428787	2.8335555093850218e-05	4	0.011749982833862305	Needles1	
233	3.142	1043.0	5000	FALSE	5881459	2.6388529759113766e-05	4	0.005045652389526367	Needles1	
234	3.142	1087.0	5000	FALSE	5275228	2.5843519826374006e-05	4	0.005326986312866211	Needles1	
235	3.142	3074.0	5000	FALSE	2323612	4.947525581489032e-05	4	0.015938997268676758	Needles1	
236	3.142	1786.0	5000	FALSE	6804314	8.050015980476388e-06	4	0.010091066360473633	Needles1	
237	3.142	344.0	5000	FALSE	8287914	4.0142174475121806e-05	4	0.002401113510131836	Needles1	
238	3.142	2185.0	5000	FALSE	9696411	3.2076819777238086e-05	4	0.011341094970703125	Needles1	
239	3.142	1054.0	5000	FALSE	8755506	1.2921846333835418e-05	4	0.008111953735351562	Needles1	
240	3.142	699.0	5000	FALSE	2905913	1.961988213494692e-05	4	0.0039980411529541016	Needles1	
241	3.142	3960.0	5000	FALSE	8002170	1.781844490666984e-05	4	0.020519018173217773	Needles1	
242	3.142	688.0	5000	FALSE	8550718	4.0142174475121806e-05	4	0.003679990768432617	Needles1	
243	3.142	3850.0	5000	FALSE	1334675	1.7786188939439285e-05	4	0.019999027252197266	Needles1	
244	3.142	1742.0	5000	FALSE	1886279	2.3672525978568615e-05	4	0.012237071990966797	Needles1	
245	3.142	1376.0	5000	FALSE	2039547	4.0142174475121806e-05	4	0.0076808929443359375	Needles1	
246	3.142	1387.0	5000	FALSE	3922542	2.9799682865316868e-05	4	0.0076138973236083984	Needles1	
247	3.142	1442.0	5000	FALSE	7273211	1.9546845729578877e-05	4	0.01012420654296875	Needles1	
248	3.142	688.0	5000	FALSE	9072727	4.0142174475121806e-05	4	0.003947019577026367	Needles1	
249	3.142	710.0	5000	FALSE	9928586	2.667639824593948e-07	4	0.004131793975830078	Needles1	
250	3.142	2763.0	5000	FALSE	1565174	3.495034952250009e-05	4	0.014547109603881836	Needles1	
251	3.142	1475.0	5000	FALSE	1386707	4.738900850886907e-05	4	0.0072591304779052734	Needles1	
252	3.142	1431.0	5000	FALSE	522182	9.980877617721262e-06	4	0.007230997085571289	Needles1	
253	3.142	710.0	5000	FALSE	5985482	2.667639824593948e-07	4	0.00473475456237793	Needles1	
254	3.142	721.0	5000	FALSE	7920100	1.9546845729578877e-05	4	0.0040400028228759766	Needles1	
255	3.142	1753.0	5000	FALSE	6939739	1.559265810024968e-05	4	0.017201900482177734	Needles1	
256	3.142	2741.0	5000	FALSE	6542250	4.537565303719404e-05	4	0.016050338745117188	Needles1	
257	3.142	2408.0	5000	FALSE	3927672	4.0142174475121806e-05	4	0.012991189956665039	Needles1	
258	3.142	2097.0	5000	FALSE	853130	1.961988213494692e-05	4	0.011459827423095703	Needles1	
259	3.142	1720.0	5000	FALSE	5656689	4.0142174475121806e-05	4	0.008662939071655273	Needles1	
260	3.142	699.0	5000	FALSE	4707508	1.961988213494692e-05	4	0.0035719871520996094	Needles1	
261	3.142	2185.0	5000	FALSE	1662830	3.2076819777238086e-05	4	0.021155118942260742	Needles1	
262	3.142	1387.0	5000	FALSE	2347821	2.9799682865316868e-05	4	0.01464223861694336	Needles1	
263	3.142	2152.0	5000	FALSE	1030675	1.3185826058137451e-05	4	0.015490055084228516	Needles1	
264	3.142	1087.0	5000	FALSE	7434984	2.5843519826374006e-05	4	0.0052337646484375	Needles1	
265	3.142	2119.0	5000	FALSE	2981094	6.293323135508899e-06	4	0.012410879135131836	Needles1	
266	3.142	1076.0	5000	FALSE	9253024	1.3185826058137451e-05	4	0.005641937255859375	Needles1	
267	3.142	2196.0	5000	FALSE	1781691	3.824769755356172e-05	4	0.012484073638916016	Needles1	
268	3.142	688.0	5000	FALSE	1206154	4.0142174475121806e-05	4	0.003171205520629883	Needles1	
269	3.142	2774.0	5000	FALSE	8805666	2.9799682865316868e-05	4	0.023905038833618164	Needles1	
270	3.142	4893.0	5000	FALSE	5640225	1.961988213494692e-05	4	0.04749894142150879	Needles1	
271	3.142	1720.0	5000	FALSE	5460705	4.0142174475121806e-05	4	0.013398170471191406	Needles1	
272	3.142	344.0	5000	FALSE	6013094	4.0142174475121806e-05	4	0.003628969192504883	Needles1	
273	3.142	2053.0	5000	FALSE	727605	4.7129489005204306e-05	4	0.015436887741088867	Needles1	
274	3.142	688.0	5000	FALSE	949601	4.0142174475121806e-05	4	0.004349946975708008	Needles1	
275	3.142	2551.0	5000	FALSE	6489639	3.296217354664677e-05	4	0.018301010131835938	Needles1	
276	3.142	1043.0	5000	FALSE	9393796	2.6388529759113766e-05	4	0.007167339324951172	Needles1	
