Experiment	Seed	Pi	Error	OFTol	Significant Figures:	ID	CntProbeLmt	CntProbe	IsCensored	RunTime	
Dart	1174056	3.1415925798	-2.02e-08	5e-08	7	639	15625000000	103932.0	False	0.2070152759552002	
Dart	3610598	3.1415925543	-4.57e-08	5e-08	7	640	15625000000	24175.0	False	0.048783302307128906	
Dart	5369752	3.1415925798	-2.02e-08	5e-08	7	641	15625000000	25983.0	False	0.05200600624084473	
Dart	4387345	3.1415926158	1.58e-08	5e-08	7	642	15625000000	697268.0	False	1.4243950843811035	
Dart	1531165	3.1415925768	-2.32e-08	5e-08	7	643	15625000000	51514.0	False	0.10508179664611816	
Dart	311258	3.1415925632	-3.68e-08	5e-08	7	644	15625000000	148666.0	False	0.30405330657958984	
Dart	5529360	3.1415925798	-2.02e-08	5e-08	7	645	15625000000	155898.0	False	0.31073856353759766	
Dart	9381511	3.1415925887	-1.13e-08	5e-08	7	646	15625000000	4349585.0	False	8.912683010101318	
Dart	7669238	3.1415926202	2.02e-08	5e-08	7	647	15625000000	117944.0	False	0.2391514778137207	
Dart	8903253	3.1415926045	4.5e-09	5e-08	7	648	15625000000	112068.0	False	0.22692108154296875	
Dart	7240368	3.141592636	3.6e-08	5e-08	7	649	15625000000	591309.0	False	1.2196671962738037	
Dart	3240472	3.141592561	-3.9e-08	5e-08	7	650	15625000000	73881.0	False	0.148146390914917	
Dart	6525481	3.1415925967	-3.3e-09	5e-08	7	651	15625000000	27339.0	False	0.05584907531738281	
Dart	8422645	3.1415925807	-1.93e-08	5e-08	7	652	15625000000	312700.0	False	0.6448919773101807	
Dart	8097448	3.1415926465	4.65e-08	5e-08	7	653	15625000000	32311.0	False	0.0656435489654541	
Dart	3551547	3.1415925912	-8.8e-09	5e-08	7	654	15625000000	161322.0	False	0.326352596282959	
Dart	5524636	3.1415925897	-1.03e-08	5e-08	7	655	15625000000	669011.0	False	1.3504321575164795	
Dart	4229327	3.1415925798	-2.02e-08	5e-08	7	656	15625000000	51966.0	False	0.10617208480834961	
Dart	9543739	3.141592552	-4.8e-08	5e-08	7	657	15625000000	1970146.0	False	3.92923903465271	
Dart	8389655	3.1415926308	3.08e-08	5e-08	7	658	15625000000	702925.0	False	1.447774887084961	
Dart	2253228	3.1415925511	-4.89e-08	5e-08	7	659	15625000000	311563.0	False	0.6461713314056396	
Dart	1926449	3.1415926175	1.75e-08	5e-08	7	660	15625000000	175334.0	False	0.36130332946777344	
Dart	3204524	3.1415926099	9.9e-09	5e-08	7	661	15625000000	199509.0	False	0.40488314628601074	
Dart	5859973	3.1415925587	-4.13e-08	5e-08	7	662	15625000000	758465.0	False	1.5758309364318848	
Dart	8618836	3.141592607	7e-09	5e-08	7	663	15625000000	141215.0	False	0.28776001930236816	
Dart	6018833	3.1415926208	2.08e-08	5e-08	7	664	15625000000	236340.0	False	0.47741055488586426	
Dart	98605	3.1415925654	-3.46e-08	5e-08	7	665	15625000000	74785.0	False	0.14789867401123047	
Dart	1028709	3.1415925684	-3.16e-08	5e-08	7	666	15625000000	176005.0	False	0.3488185405731201	
Dart	6677707	3.1415926045	4.5e-09	5e-08	7	667	15625000000	56034.0	False	0.11287426948547363	
Dart	3753101	3.1415925501	-4.99e-08	5e-08	7	668	15625000000	119519.0	False	0.2413787841796875	
Dart	8598237	3.1415925887	-1.13e-08	5e-08	7	669	15625000000	293497.0	False	0.6048135757446289	
Dart	3383279	3.1415925667	-3.33e-08	5e-08	7	670	15625000000	775641.0	False	1.5535964965820312	
Dart	4447000	3.1415926281	2.81e-08	5e-08	7	671	15625000000	60554.0	False	0.12389707565307617	
Dart	1236732	3.1415926426	4.26e-08	5e-08	7	672	15625000000	31859.0	False	0.0635225772857666	
Dart	6273381	3.1415925778	-2.22e-08	5e-08	7	673	15625000000	77497.0	False	0.1569528579711914	
Dart	5504136	3.141592556	-4.4e-08	5e-08	7	674	15625000000	97152.0	False	0.20027875900268555	
Dart	3305357	3.1415926144	1.44e-08	5e-08	7	675	15625000000	57842.0	False	0.11800980567932129	
Dart	194598	3.1415926117	1.17e-08	5e-08	7	676	15625000000	58345961.0	False	120.75562858581543	
Dart	7702771	3.141592612	1.2e-08	5e-08	7	677	15625000000	258255.0	False	0.5250918865203857	
Dart	9751247	3.1415926002	2e-10	5e-08	7	678	15625000000	82921.0	False	0.17024993896484375	
Dart	1948988	3.1415925856	-1.44e-08	5e-08	7	679	15625000000	26435.0	False	0.05346226692199707	
Dart	6395442	3.1415926167	1.67e-08	5e-08	7	680	15625000000	29147.0	False	0.060056209564208984	
Dart	1581055	3.1415925543	-4.57e-08	5e-08	7	681	15625000000	96700.0	False	0.19594621658325195	
Dart	6319810	3.1415926317	3.17e-08	5e-08	7	682	15625000000	91961.0	False	0.1893918514251709	
Dart	5908195	3.1415925771	-2.29e-08	5e-08	7	683	15625000000	25421262.0	False	50.50793194770813	
Dart	8500547	3.1415925675	-3.25e-08	5e-08	7	684	15625000000	75237.0	False	0.15443634986877441	
Dart	3973142	3.1415926465	4.65e-08	5e-08	7	685	15625000000	32311.0	False	0.06521391868591309	
Dart	379379	3.1415925751	-2.49e-08	5e-08	7	686	15625000000	7151625.0	False	14.708239793777466	
Dart	9547680	3.1415925851	-1.49e-08	5e-08	7	687	15625000000	316768.0	False	0.6347744464874268	
Dart	735895	3.1415925894	-1.06e-08	5e-08	7	688	15625000000	80209.0	False	0.1608142852783203	
Dart	6813205	3.1415926131	1.31e-08	5e-08	7	689	15625000000	633550.0	False	1.301307201385498	
Dart	7774066	3.1415925755	-2.45e-08	5e-08	7	690	15625000000	179621.0	False	0.3727118968963623	
Dart	5479130	3.1415925798	-2.02e-08	5e-08	7	691	15625000000	51966.0	False	0.10745429992675781	
Dart	9366795	3.141592637	3.7e-08	5e-08	7	692	15625000000	624524.0	False	1.244753360748291	
Dart	8166399	3.1415926083	8.3e-09	5e-08	7	693	15625000000	113424.0	False	0.22577500343322754	
Dart	8496452	3.141592607	7e-09	5e-08	7	694	15625000000	141215.0	False	0.29019713401794434	
Dart	4557664	3.1415925884	-1.16e-08	5e-08	7	695	15625000000	106644.0	False	0.21730589866638184	
Dart	3328160	3.1415926362	3.62e-08	5e-08	7	696	15625000000	591761.0	False	1.1764936447143555	
Dart	840750	3.1415926095	9.5e-09	5e-08	7	697	15625000000	227752.0	False	0.4657893180847168	
Dart	4190630	3.1415926448	4.48e-08	5e-08	7	698	15625000000	4014015.0	False	8.257374286651611	
Dart	8577221	3.1415926338	3.38e-08	5e-08	7	699	15625000000	185278.0	False	0.3824920654296875	
Dart	7766893	3.1415926223	2.23e-08	5e-08	7	700	15625000000	148447.0	False	0.2993299961090088	
Dart	8122594	3.1415926036	3.6e-09	5e-09	8	701	15625000000	922075.0	False	1.8678388595581055	
Dart	9922878	3.141592595	-5e-09	5e-09	8	702	15625000000	8948879.0	False	17.894460439682007	
Dart	5024157	3.1415926024	2.4e-09	5e-09	8	703	15625000000	6901660.0	False	14.192409038543701	
Dart	1842592	3.1415925956	-4.4e-09	5e-09	8	704	15625000000	136243.0	False	0.27761197090148926	
Dart	1913121	3.141592596	-4e-09	5e-09	8	705	15625000000	709458.0	False	1.4179060459136963	
Dart	6443282	3.1415926028	2.8e-09	5e-09	8	706	15625000000	2006376.0	False	3.9999639987945557	
Dart	4028015	3.1415926044	4.4e-09	5e-09	8	707	15625000000	532097.0	False	1.0842030048370361	
Dart	6490352	3.1415925993	-7e-10	5e-09	8	708	15625000000	12982889.0	False	26.685728788375854	
Dart	5803499	3.1415925953	-4.7e-09	5e-09	8	709	15625000000	217808.0	False	0.43422627449035645	
Dart	3653458	3.1415926018	1.8e-09	5e-09	8	710	15625000000	10307297.0	False	20.500595092773438	
Dart	5677215	3.1415926019	1.9e-09	5e-09	8	711	15625000000	27791.0	False	0.05649423599243164	
Dart	6369657	3.1415925974	-2.6e-09	5e-09	8	712	15625000000	794639.0	False	1.6357851028442383	
Dart	5927501	3.1415926032	3.2e-09	5e-09	8	713	15625000000	14565210.0	False	29.961517333984375	
Dart	5372695	3.1415925984	-1.6e-09	5e-09	8	714	15625000000	2693686.0	False	5.512068271636963	
Dart	2874665	3.1415925952	-4.8e-09	5e-09	8	715	15625000000	46071583.0	False	92.5282473564148	
Dart	4002559	3.1415926001	1e-10	5e-09	8	716	15625000000	1243363.0	False	2.5848424434661865	
Dart	2306087	3.1415925986	-1.4e-09	5e-09	8	717	15625000000	605074.0	False	1.2366440296173096	
Dart	289445	3.1415926028	2.8e-09	5e-09	8	718	15625000000	1087013.0	False	2.2455382347106934	
Dart	237419	3.1415926032	3.2e-09	5e-09	8	719	15625000000	3181282.0	False	6.375082969665527	
Dart	3461089	3.1415925951	-4.9e-09	5e-09	8	720	15625000000	14775921.0	False	29.521613359451294	
Dart	8839076	3.1415925977	-2.3e-09	5e-09	8	721	15625000000	137147.0	False	0.27625036239624023	
Dart	8970025	3.141592603	3e-09	5e-09	8	722	15625000000	418221.0	False	0.8639647960662842	
Dart	5190415	3.1415925953	-4.7e-09	5e-09	8	723	15625000000	20585116.0	False	41.29608178138733	
Dart	1941009	3.1415926004	4e-10	5e-09	8	724	15625000000	2323596.0	False	4.8293843269348145	
Dart	1585553	3.1415925972	-2.8e-09	5e-09	8	725	15625000000	10626968.0	False	21.314863204956055	
Dart	6269698	3.1415926033	3.3e-09	5e-09	8	726	15625000000	1256019.0	False	2.5944480895996094	
Dart	4850604	3.1415925983	-1.7e-09	5e-09	8	727	15625000000	549492.0	False	1.1418204307556152	
Dart	2813793	3.1415926016	1.6e-09	5e-09	8	728	15625000000	27593066.0	False	55.1649854183197	
Dart	9628336	3.1415926042	4.2e-09	5e-09	8	729	15625000000	251927.0	False	0.5062644481658936	
Dart	5941726	3.1415926031	3.1e-09	5e-09	8	730	15625000000	502046.0	False	1.0334093570709229	
Dart	3476836	3.1415925964	-3.6e-09	5e-09	8	731	15625000000	1119995.0	False	2.270944595336914	
Dart	1334985	3.1415926007	7e-10	5e-09	8	732	15625000000	359927.0	False	0.7267343997955322	
Dart	1045512	3.1415926026	2.6e-09	5e-09	8	733	15625000000	417769.0	False	0.8573935031890869	
Dart	235296	3.1415925953	-4.7e-09	5e-09	8	734	15625000000	108904.0	False	0.22421479225158691	
Dart	6114005	3.1415925973	-2.7e-09	5e-09	8	735	15625000000	219164.0	False	0.447676420211792	
Dart	6894793	3.1415926019	1.9e-09	5e-09	8	736	15625000000	889312.0	False	1.8194639682769775	
Dart	9436274	3.1415925961	-3.9e-09	5e-09	8	737	15625000000	982396.0	False	1.950537919998169	
Dart	5819688	3.1415926032	3.2e-09	5e-09	8	738	15625000000	223232.0	False	0.45250511169433594	
Dart	137576	3.1415925988	-1.2e-09	5e-09	8	739	15625000000	38122155.0	False	76.30520749092102	
Dart	3988790	3.1415925967	-3.3e-09	5e-09	8	740	15625000000	82017.0	False	0.16790080070495605	
Dart	6146090	3.1415926048	4.8e-09	5e-09	8	741	15625000000	1009516.0	False	2.0785210132598877	
Dart	578538	3.1415925977	-2.3e-09	5e-09	8	742	15625000000	137147.0	False	0.28137969970703125	
Dart	1149736	3.1415926049	4.9e-09	5e-09	8	743	15625000000	3058147.0	False	6.307539701461792	
Dart	8060588	3.1415925984	-1.6e-09	5e-09	8	744	15625000000	4425083.0	False	9.120599746704102	
Dart	6401523	3.1415925967	-3.3e-09	5e-09	8	745	15625000000	546780.0	False	1.1341936588287354	
Dart	1943710	3.1415925968	-3.2e-09	5e-09	8	746	15625000000	469578322.0	False	936.5999183654785	
Dart	199560	3.1415925992	-8e-10	5e-09	8	747	15625000000	2507285.0	False	5.061529159545898	
Dart	2165933	3.1415926023	2.3e-09	5e-09	8	748	15625000000	1196369.0	False	2.476473331451416	
Dart	1001667	3.1415926043	4.3e-09	5e-09	8	749	15625000000	727990.0	False	1.4760394096374512	
Dart	4263904	3.1415925982	-1.8e-09	5e-09	8	750	15625000000	384554.0	False	0.781329870223999	
Dart	9682701	3.1415925955	-4.5e-09	5e-09	8	751	15625000000	2315679.0	False	4.795458555221558	
Dart	5432837	3.1415925972	-2.8e-09	5e-09	8	752	15625000000	5942507.0	False	11.817906856536865	
Dart	2267631	3.1415926042	4.2e-09	5e-09	8	753	15625000000	3135192.0	False	6.295410633087158	
Dart	7778191	3.1415925967	-3.3e-09	5e-09	8	754	15625000000	246051.0	False	0.5001509189605713	
Dart	1465811	3.1415925962	-3.8e-09	5e-09	8	755	15625000000	1610741.0	False	3.2254271507263184	
Dart	1894128	3.1415925967	-3.3e-09	5e-09	8	756	15625000000	54678.0	False	0.11071300506591797	
Dart	3743280	3.1415925951	-4.9e-09	5e-09	8	757	15625000000	329012036.0	False	657.6380293369293	
Dart	860970	3.1415926019	1.9e-09	5e-09	8	758	15625000000	138955.0	False	0.2801494598388672	
Dart	6727094	3.1415926034	3.4e-09	5e-09	8	759	15625000000	35100979.0	False	69.9316201210022	
Dart	8023776	3.1415925953	-4.7e-09	5e-09	8	760	15625000000	2749939.0	False	5.550274848937988	
Dart	7504567	3.1415925958	-4.2e-09	5e-09	8	761	15625000000	11833938.0	False	23.72344160079956	
Dart	7240294	3.1415926004	4e-10	5e-09	8	762	15625000000	7081500.0	False	14.576916694641113	
Dart	4878071	3.1415926016	1.6e-09	5e-09	8	763	15625000000	9828974.0	False	19.66818618774414	
Dart	5813185	3.1415926032	3.2e-09	5e-09	8	764	15625000000	11274572.0	False	22.4590482711792	
Dart	5688737	3.1415926028	2.8e-09	5e-09	8	765	15625000000	5239624.0	False	10.42384934425354	
Dart	7254917	3.141592596	-4e-09	5e-09	8	766	15625000000	887151416.0	False	1765.8037388324738	
Dart	8357179	3.1415926038	3.8e-09	5e-09	8	767	15625000000	754877.0	False	1.54653000831604	
Dart	7091838	3.141592598	-2e-09	5e-09	8	768	15625000000	768656.0	False	1.5931715965270996	
Dart	1024715	3.1415926017	1.7e-09	5e-09	8	769	15625000000	638741.0	False	1.3107447624206543	
Dart	6898519	3.1415925995	-5e-10	5e-09	8	770	15625000000	1075713.0	False	2.141350746154785	
Dart	2445539	3.1415925986	-1.4e-09	5e-09	8	771	15625000000	385006.0	False	0.7890570163726807	
Dart	2723652	3.141612959	2.0359e-05	5e-09	8	772	15625000000	15625000000.0	True	32261.484184026718	
Dart	5819730	3.141592598	-2e-09	5e-09	8	773	15625000000	2114143.0	False	4.218937397003174	
Dart	4837464	3.1415925971	-2.9e-09	5e-09	8	774	15625000000	301181.0	False	0.6048262119293213	
Dart	6396173	3.141592601	1e-09	5e-09	8	775	15625000000	1274770.0	False	2.548647403717041	
Dart	6710180	3.1415925997	-3e-10	5e-09	8	776	15625000000	579543.0	False	1.19102144241333	
Dart	7983436	3.1415925951	-4.9e-09	5e-09	8	777	15625000000	2339854.0	False	4.663924694061279	
Dart	8714768	3.1415925975	-2.5e-09	5e-09	8	778	15625000000	1096272.0	False	2.2333102226257324	
Dart	1776670	3.1415925973	-2.7e-09	5e-09	8	779	15625000000	438328.0	False	0.8745803833007812	
Dart	6940586	3.1415925962	-3.8e-09	5e-09	8	780	15625000000	327616.0	False	0.6618733406066895	
Dart	2726524	3.141592601	1e-09	5e-09	8	781	15625000000	304797.0	False	0.619351863861084	
Dart	3333753	3.1415925974	-2.6e-09	5e-09	8	782	15625000000	383650.0	False	0.7634677886962891	
Dart	6659707	3.1415926033	3.3e-09	5e-09	8	783	15625000000	530289.0	False	1.0755858421325684	
Dart	3865331	3.1415926017	1.7e-09	5e-09	8	784	15625000000	638741.0	False	1.304063081741333	
Dart	174236	3.1415926016	1.6e-09	5e-09	8	785	15625000000	388622.0	False	0.7750744819641113	
Dart	3945549	3.1415925961	-3.9e-09	5e-09	8	786	15625000000	245599.0	False	0.49747157096862793	
Dart	7256142	3.1415926038	3.8e-09	5e-09	8	787	15625000000	782668.0	False	1.5717394351959229	
Dart	7720060	3.1415925969	-3.1e-09	5e-09	8	788	15625000000	574571.0	False	1.146989107131958	
Dart	6382104	3.1415926002	2e-10	5e-09	8	789	15625000000	165842.0	False	0.34018945693969727	
Dart	3071647	3.1415926017	1.7e-09	5e-09	8	790	15625000000	1832850.0	False	3.658522367477417	
Dart	3875976	3.1415926036	3.6e-09	5e-09	8	791	15625000000	167650.0	False	0.34480714797973633	
Dart	9664100	3.1415926044	4.4e-09	5e-09	8	792	15625000000	588131.0	False	1.1865200996398926	
Dart	7072934	3.1415925986	-1.4e-09	5e-09	8	793	15625000000	30340237.0	False	62.42487573623657	
Dart	6949217	3.1415925967	-3.3e-09	5e-09	8	794	15625000000	109356.0	False	0.22251129150390625	
Dart	6557573	3.1415925954	-4.6e-09	5e-09	8	795	15625000000	1361526.0	False	2.713853359222412	
Dart	1721313	3.1415925973	-2.7e-09	5e-09	8	796	15625000000	122812953.0	False	244.06450080871582	
Dart	3728111	3.141592596	-4e-09	5e-09	8	797	15625000000	463859.0	False	0.9426252841949463	
Dart	8454433	3.1415925964	-3.6e-09	5e-09	8	798	15625000000	573667.0	False	1.1677391529083252	
Dart	5049972	3.1415926049	4.9e-09	5e-09	8	799	15625000000	953934.0	False	1.979304552078247	
Dart	4114402	3.1415926001	1e-10	5e-09	8	800	15625000000	2707698.0	False	5.387913227081299	
